post_id,post_name,post_author,post_date,post_type,post_status,item_id,post_title,post_content,post_category,post_tags,hao_yuanj,hao_youh,hao_xianj,hao_xiaol,hao_zongl,hao_zhutu,hao_ljgm,hao_leix,kouling,
,,,,post,publish,551457202856,姨妈色口红唇膏 豆沙色口红哑光不脱色持久咬唇妆韩国豆沙红口红,满4元减3元,化妆品,auto,12.90,3,9.9,84,10000,http://img.alicdn.com/bao/uploaded/i1/3018350031/TB27JsJbHdvt1JjSZFuXXXG0FXa_!!3018350031.jpg,https://uland.taobao.com/coupon/edetail?e=tWYBjz9SRpoN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FcS3Rbp8po6vhVcm6o5E3BBpywujSvOp2nUIklpPPqYJi5KBKmX1i%2BpMqWdhVz6QRqUTWTBoMKxu9KHrMoerQyv5y16ujozJX&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,37859279755,2017新款连体裙式保守遮肚平角裤女泳装小胸钢托聚拢泡温泉游泳衣,满8元减3元,户外运动,auto,49.90,3,46.9,1337,90000,http://img.alicdn.com/bao/uploaded/i4/TB1ERjWIVXXXXXgXXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=K%2FBEFqfvJ7UN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2Fvg6%2FvCYpYNe6ETsEDo26Ux0HgBdG%2FDDL%2F1M%2FBw7Sf%2FcDPVU4kVWPdcu0aFfGLcuNWcbgpK2JvIuJr6csH2PucVhC2TxrL4Gb&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,548673334878,跑步手机臂包运动手臂包苹果6跑步健身装备臂带袋男女臂套手腕包,满20元减10元,户外运动,auto,22.90,10,12.9,1146,5000,http://img.alicdn.com/bao/uploaded/i1/62002668/TB2WOKcXd3nyKJjSZFjXXcdBXXa_!!62002668.jpg,https://uland.taobao.com/coupon/edetail?e=UZIEgQxoXTgN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FvD5hE9S81S7uYjO9m9I07hpywujSvOp2nUIklpPPqYJt4f4lc1WA4QwDwjSoE7T%2BrKZN457WpgZCCV9s4BVluFqOdU8hNZHU&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,555238162222,连衣裙女夏2017新款气质韩版A型显瘦套头收腰系带条纹中长款女裙,满49元减20元,女装,auto,49.90,20,29.9,53,10000,http://img.alicdn.com/bao/uploaded/i1/834448657/TB2V5kBBdRopuFjSZFtXXcanpXa_!!834448657.jpg,https://uland.taobao.com/coupon/edetail?e=p05sVihX1iAN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FR5f%2F%2Fs8bHl0uLzssMd84hxpywujSvOp2nUIklpPPqYI2Ybj9dkgQRWF%2BUR%2F2m9Uf5joIljuqo4CHaQ79aIMYIvO%2FBCunxcSb&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,555286115501,morlien眼睫毛增长液防水卷翘纤长滋养睫毛眉毛生长液膏浓密男女,满100元减50元,化妆品,auto,128.00,50,78,161,100000,http://img.alicdn.com/bao/uploaded/i3/113485645/TB286W_e9mK.eBjSZPfXXce2pXa_!!113485645.jpg,https://uland.taobao.com/coupon/edetail?e=YzOJUPeNdH4N%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FfQrqzAJPZdch%2F1b%2FCiKQXxpywujSvOp2nUIklpPPqYLQc3Kz9nNG%2Fpckse8urjuSn69soIUp%2FuscJAQqugJ6kyDWYKyhZODp&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,41658030556,新廓型2017春季新款雪纺衬衫女长袖白色衬衣修身立领丝绸打底上衣,满380元减300元,女装,auto,399.00,300,99,29,8000,http://img.alicdn.com/bao/uploaded/i1/TB1H9QaLpXXXXXDXpXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=w1jH1FGXWT8N%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FoOf896jP%2Fdj3KIdoATDZ%2Fh0HgBdG%2FDDL%2F1M%2FBw7Sf%2FcG6%2FGOOysWvtwjwME601o2fceB%2BbdqFnQwC4iQevxHMYZBDZbr9lEE&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,550346939256,汉HAN定制配近视太阳镜男士潮人墨镜女偏光炫彩膜蛤蟆镜可配度数,满69元减30元,箱包配饰,auto,69.00,30,39,1243,5000,http://img.alicdn.com/bao/uploaded/i3/TB1RK8bSpXXXXcaXXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=g8uyndinmagN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FR4d4EkhcW5mDS6itNG4qUhpywujSvOp2nUIklpPPqYJS8Fy%2BB5oP%2FvI5TUPBwgnj1LZvTP%2Bf%2BW3MjuG%2BS1Q%2Brta%2BkbQDaGmZ&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,547682841570,2017夏季无袖复古小清新印花宽松棉麻连衣裙中长款改良旗袍背心裙,满50元减10元,女装,auto,69.00,10,59,308,5000,http://img.alicdn.com/bao/uploaded/i3/751088065/TB2Mi3djR8lpuFjy0FnXXcZyXXa_!!751088065.jpg,https://uland.taobao.com/coupon/edetail?e=jFBoMkmWtEsN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FAvdAfKfg3o1meAabw1e7jhpywujSvOp2nUIklpPPqYItX2GsYygwSFiyXfX7dnQyTI1wAq26in3hrsTfu9I0M0XpKaHs4r4w&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,551668137365,吊带连体裤女夏阔腿短裤2017新款韩版高腰学生碎花假两件套连衣裤,满30元减20元,女装,auto,89.00,20,69,14,5000,http://img.alicdn.com/bao/uploaded/i4/TB1HJB0RpXXXXc.XVXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=QkBx0DkIHcEN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FwpBQYkE%2F6rpsDymafdBV9xpywujSvOp2nUIklpPPqYICxAn5cuZN7scWZZUtuYPsMU03PoB5kpCJ7Nmz3ZLC4k2joJ4scY7N&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,37176235233,韩国孕妇打底裤夏季薄款莫代尔孕妇裤长裤九分托腹裤子春秋孕妇装,满45元减20元,母婴,auto,45.00,20,25,61,10000,http://img.alicdn.com/bao/uploaded/i4/818397437/TB2Q.IOhdFopuFjSZFHXXbSlXXa_!!818397437.jpg,https://uland.taobao.com/coupon/edetail?e=cOlDNa0fdqwN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FSjv0qVvrrMFN5GzNZ0P2zR0HgBdG%2FDDL%2F1M%2FBw7Sf%2FfWx7kJ7Ai%2FrOvc90Nj6AbKbWXiQupRQbTfuhVXVD0Lt6jxx7QO7OGf&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,17663013006,2017韩版孕妇装夏装孕妇裙子纯棉长裙时尚夏季全棉质孕妇连衣裙夏,满68元减30元,母婴,auto,68.00,30,38,57,100000,http://img.alicdn.com/bao/uploaded/i4/1074611125/TB2SMVnpVXXXXXDXpXXXXXXXXXX_!!1074611125.jpg,https://uland.taobao.com/coupon/edetail?e=VtNsNfqmAooN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FQvFFxdM0s3ltRx0fs8FDFR0HgBdG%2FDDL%2F1M%2FBw7Sf%2FdjTaklJRTVBa0LE5ljOJGKZYxuA4ebV%2FDzdkyiULlgKkBjX%2BKbi4fC&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,546592434391,布鞋女2017新款帆布鞋女小白鞋学生韩版板鞋百搭鞋子平底鞋子原宿,满29元减10元,女装,auto,29.90,10,19.9,2815,10000,http://img.alicdn.com/bao/uploaded/i1/376300718/TB2pEi2fb_0UKFjy1XaXXbKfXXa_!!376300718.jpg,https://uland.taobao.com/coupon/edetail?e=owRS0fcjL%2F8N%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FgfLtdecwvjUxs%2Fe6ZRuQYRpywujSvOp2nUIklpPPqYKHtoHwVJK5LpB1e%2BGC%2FlBq1Nmj2V25obi9PNbmZewJlsG%2BkrK63bZJ&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
